,tripduration,start station latitude,start station longitude,end station latitude,end station longitude
1377,1036,40.72456089,-73.99565293,40.73532427,-73.99800419
1378,1569,40.74195138,-74.00803013,40.75513557,-73.98658032
1379,129,40.73047309,-73.98672378,40.695065,-73.987167
1380,837,40.76019252,-73.9912551,40.76590936,-73.97634151
1381,835,40.72743423,-73.99379025,40.74206539,-74.00443172
1382,1529,40.739445,-73.97680600000001,40.70834698,-74.01713445
1383,4257,40.76009437,-73.99461843,40.76590936,-73.97634151
1384,1526,40.74173969,-73.99415556,40.71291224,-74.01020234
1385,1299,40.69239502,-73.99337909,40.7149787,-74.013012
1386,445,40.73971301,-73.99456405,40.745712100000006,-73.98194829
1387,603,40.71406667,-73.99293911,40.70569254,-74.01677685
1388,726,40.73314259,-73.97573881,40.73532427,-73.99800419
1389,487,40.70277159,-73.99383605,40.69089272,-73.99612349
1390,1016,40.75645824,-73.99372222,40.73038599,-74.00214988
1391,595,40.756014,-73.967416,40.71602118,-73.99974372
1392,3157,40.69383,-73.990539,40.73524276,-73.98758561
1393,242,40.746646999999996,-73.993915,40.764397100000004,-73.97371465
1394,1806,40.76695317,-73.98169333,40.74444921,-73.98303529
1395,1809,40.73935542,-73.99931783,40.74444921,-73.98303529
1396,288,40.74173969,-73.99415556,40.742354299999995,-73.98915076
1398,883,40.688226,-73.979382,40.74394314,-73.97966069
1399,1869,40.744219,-73.97121214,40.70355377,-74.00670227
1400,1838,40.744219,-73.97121214,40.70355377,-74.00670227
1401,592,40.711065999999995,-74.009447,40.73492695,-73.99200509
1402,577,40.711065999999995,-74.009447,40.71910537,-73.99973337
1403,2438,40.76695317,-73.98169333,40.728846000000004,-74.00859100000001
1404,319,40.72743423,-73.99379025,40.73704984,-73.99009296
1405,311,40.72743423,-73.99379025,40.73704984,-73.99009296
1406,711,40.72953837,-73.98426726,40.74177603,-74.00149746
1407,919,40.752062306999996,-73.9816324043,40.7390169121,-74.0026376103
1408,218,40.69512845,-73.99595065,40.720873600000004,-73.98085795
1409,700,40.70905623,-74.01043382,40.72210378668603,-73.99724900722505
1410,396,40.6917823,-73.97372990000001,40.69474881,-73.98362464
1411,367,40.764397100000004,-73.97371465,40.70905623,-74.01043382
1412,262,40.70834698,-74.01713445,40.73291553,-74.00711384
1413,1133,40.771522,-73.99054100000001,40.75660359,-73.9979009
1414,1282,40.71146364,-74.00552427,40.715337899999994,-74.01658354
1415,1150,40.76269882,-73.99301222,40.771522,-73.99054100000001
1416,542,40.73454567,-73.99074142,40.75756989999999,-73.99098507
1417,1008,40.75323098,-73.97032517,40.72110063,-73.99192540000001
1418,239,40.72938685,-73.97772429,40.76009437,-73.99461843
1419,2564,40.771522,-73.99054100000001,40.70355377,-74.00670227
1420,304,40.728846000000004,-74.00859100000001,40.73652889,-74.00618026
1421,15803,40.72317958,-73.99480012,40.72317958,-73.99480012
1422,15770,40.72317958,-73.99480012,40.72317958,-73.99480012
1423,643,40.70955958,-74.00653609,40.71911552,-74.00666661
1424,1352,40.72743423,-73.99379025,40.71748752,-74.0104554
1425,2633,40.7462009,-73.98855723,40.73172428,-74.00674436
1426,1894,40.68851534,-73.9647628,40.68981035,-73.97493121
1427,322,40.750072700000004,-73.99839279,40.746745000000004,-74.007756
1428,1003,40.76727216,-73.99392888,40.73291553,-74.00711384
1429,324,40.740343200000005,-73.98955109,40.72502876,-73.99069656
1430,1943,40.76370739,-73.9851615,40.73291553,-74.00711384
1431,227,40.740343200000005,-73.98955109,40.73524276,-73.98758561
1432,1675,40.700469,-73.991454,40.70569254,-74.01677685
1433,2722,40.7149787,-74.013012,40.76669671,-73.99061728
1434,1882,40.73704984,-73.99009296,40.73291553,-74.00711384
1435,337,40.69512845,-73.99595065,40.73223272,-73.98889957
1436,373,40.711512,-74.01575600000001,40.73172428,-74.00674436
1437,556,40.73020660529954,-73.99102628231049,40.72019576,-73.98997825
1438,1275,40.74177603,-74.00149746,40.70569254,-74.01677685
1439,565,40.73020660529954,-73.99102628231049,40.72019576,-73.98997825
1440,638,40.73649403,-73.99704374,40.746745000000004,-74.007756
1441,1289,40.72217444,-73.98368779,40.71473993,-74.00910627
1442,743,40.7361967,-74.00859207,40.72743423,-73.99379025
1443,546,40.70955958,-74.00653609,40.71602118,-73.99974372
1444,1686,40.69794,-73.96986848,40.69512845,-73.99595065
1445,5153,40.761628,-73.972924,40.71754834,-74.01322069
1446,2030,40.68691865,-73.976682,40.73454567,-73.99074142
1447,1632,40.69794,-73.96986848,40.69512845,-73.99595065
1448,2647,40.72019576,-73.98997825,40.72743423,-73.99379025
1449,672,40.71219906,-73.97948148,40.746646999999996,-73.993915
1450,811,40.71173107,-73.99193043,40.71605866,-73.99190759
1451,589,40.74238787,-73.99726235,40.73038599,-74.00214988
1452,1772,40.71559509,-73.9870295,40.73049393,-73.99572140000001
1453,2804,40.74206539,-74.00443172,40.71219906,-73.97948148
1454,1534,40.742354299999995,-73.98915076,40.76590936,-73.97634151
1455,831,40.72066442,-73.98517977,40.75968085,-73.97031366
1456,498,40.71910537,-73.99973337,40.7172274,-73.98802084
1457,566,40.74238787,-73.99726235,40.73038599,-74.00214988
1458,1471,40.70862144,-74.00722156,40.72210378668603,-73.99724900722505
1459,5051,40.7149787,-74.013012,40.71754834,-74.01322069
1460,2758,40.74206539,-74.00443172,40.711065999999995,-74.009447
1461,713,40.717571,-74.005549,40.71625008,-74.0091059
1462,1558,40.71542197,-74.01121978,40.73587678,-73.98205027
1463,24683,40.72165481,-74.00234737,40.73401143,-74.00293877
1464,789,40.770513,-73.988038,40.710451,-73.960876
1465,478,40.715815500000005,-73.99422366,40.71559509,-73.9870295
1466,275,40.75934501,-73.96759673,40.76095756,-73.96724467
1467,1509,40.750967348715974,-73.99444207549095,40.751483,-73.996764
1468,611,40.770513,-73.988038,40.69383,-73.990539
1469,571,40.71260486,-73.96264403,40.71260486,-73.96264403
1470,584,40.646768,-74.01651,40.74173969,-73.99415556
1471,709,40.742354299999995,-73.98915076,40.74475148,-73.99915362
1472,943,40.75172632,-73.98753523,40.73726186,-73.99238967
1473,2658,40.74206539,-74.00443172,40.711065999999995,-74.009447
1474,2348,40.711512,-74.01575600000001,40.711512,-74.01575600000001
1475,791,40.72467721,-73.98783413,40.76727216,-73.99392888
1476,725,40.72938685,-73.97772429,40.7489006,-73.97604882
1477,124,40.7014851,-73.98656928,40.70255088,-73.98940236
1479,582,40.75666,-73.97668399999999,40.70122128,-74.01234218
1480,804,40.710451,-73.960876,40.7451677,-73.98683077
1481,1374,40.750967348715974,-73.99444207549095,40.73587678,-73.98205027
1482,291,40.73652889,-74.00618026,40.74238787,-73.99726235
1483,509,40.73047309,-73.98672378,40.720873600000004,-73.98085795
1485,365,40.74765947,-73.98490707,40.73492695,-73.99200509
1486,2231,40.76695317,-73.98169333,40.75299641,-73.98721619
1487,444,40.74290902,-73.97706058,40.73381219196632,-73.9805442094803
1488,591,40.76340613,-73.97722479,40.73704984,-73.99009296
1489,594,40.72243797,-74.00566443,40.71307916,-73.99851193
1490,1267,40.683048,-73.964915,40.69239502,-73.99337909
1491,710,40.700469,-73.991454,40.688226,-73.979382
1492,728,40.76695317,-73.98169333,40.75513557,-73.98658032
1493,349,40.73704984,-73.99009296,40.75206862,-73.96784384
1494,373,40.73261787,-73.99158043,40.73649403,-73.99704374
1495,303,40.750967348715974,-73.99444207549095,40.75466591,-73.99138152
1496,661,40.72228087,-73.97668709,40.73587678,-73.98205027
1497,1775,40.68753406,-73.97265183,40.68764484,-73.96968902
1498,300,40.75001986,-73.96905301,40.7489006,-73.97604882
1499,892,40.73454567,-73.99074142,40.75019995,-73.99093085
1500,515,40.759107,-73.959223,40.69475701363877,-73.99052739143372
1501,498,40.73704984,-73.99009296,40.69475701363877,-73.99052739143372
1502,559,40.71893904,-73.99266288,40.72243797,-74.00566443
1503,1500,40.76915505,-73.98191841,40.68981035,-73.97493121
1504,12197,40.742354299999995,-73.98915076,40.75038009,-73.98338988
1505,832,40.73454567,-73.99074142,40.75019995,-73.99093085
1506,993,40.75929124,-73.98859651,40.746745000000004,-74.007756
1507,663,40.739445,-73.97680600000001,40.71939226,-74.00247214
1508,334,40.73649403,-73.99704374,40.74238787,-73.99726235
1509,246,40.74311555376486,-73.98215353488922,40.7451677,-73.98683077
1510,2000,40.7606597,-73.98042047,40.720873600000004,-73.98085795
1511,344,40.694546087246025,-73.95801365375519,40.693261,-73.968896
1512,376,40.70037867,-73.99548059,40.69089272,-73.99612349
1513,275,40.73652889,-74.00618026,40.73401143,-74.00293877
1514,383,40.75066386,-74.00176802,40.74317449,-74.00366443
1515,515,40.72243797,-74.00566443,40.72490985,-74.00154702
1516,1558,40.73261787,-73.99158043,40.76341379,-73.99667444
1517,1499,40.771522,-73.99054100000001,40.75594159,-74.0021163
1518,2176,40.73704984,-73.99009296,40.7361967,-74.00859207
1519,1540,40.73261787,-73.99158043,40.76341379,-73.99667444
1520,1103,40.74734825,-73.99723551,40.72467721,-73.98783413
1521,576,40.71307916,-73.99851193,40.70255065,-74.0127234
1522,453,40.72243797,-74.00566443,40.72490985,-74.00154702
1523,157,40.69089272,-73.99612349,40.69165183,-73.99997859999999
1524,495,40.720873600000004,-73.98085795,40.72903917,-73.99404649
1525,732,40.710451,-73.960876,40.720873600000004,-73.98085795
1526,1985,40.7462009,-73.98855723,40.7462009,-73.98855723
1527,664,40.72621788,-73.98379855,40.735238,-74.000271
1528,792,40.736502,-73.97809472,40.76695317,-73.98169333
1529,1049,40.75971079999999,-73.97402311,40.724399,-74.004704
1530,271,40.73381219196632,-73.9805442094803,40.73314259,-73.97573881
1531,626,40.76590936,-73.97634151,40.76020258,-73.96478473
1532,1300,40.72490985,-74.00154702,40.7361967,-74.00859207
1533,171,40.69236178,-73.98631746,40.69475701363877,-73.99052739143372
1534,1254,40.71542197,-74.01121978,40.7361967,-74.00859207
1535,879,40.76030096,-73.99884222,40.74475148,-73.99915362
1536,6573,40.69236178,-73.98631746,40.768254,-73.988639
1537,1342,40.771522,-73.99054100000001,40.75594159,-74.0021163
1538,576,40.73624527,-73.98473765,40.72502876,-73.99069656
1539,1549,40.74206539,-74.00443172,40.70834698,-74.01713445
1540,21770,40.76695317,-73.98169333,40.70255065,-74.0127234
1541,907,40.71146364,-74.00552427,40.73652889,-74.00618026
1542,687,40.7451677,-73.98683077,40.76009437,-73.99461843
1543,726,40.770513,-73.988038,40.770513,-73.988038
1544,1858,40.73291553,-74.00711384,40.701907,-74.013942
1545,1954,40.771522,-73.99054100000001,40.73291553,-74.00711384
1546,539,40.68539567,-73.97431458,40.69196035,-73.96536851
1547,599,40.69475701363877,-73.99052739143372,40.70255088,-73.98940236
1548,659,40.73649403,-73.99704374,40.75206862,-73.96784384
1549,421,40.71473993,-74.00910627,40.71307916,-73.99851193
1550,519,40.68926942,-73.98912867,40.68753406,-73.97265183
1551,819,40.76009437,-73.99461843,40.74475148,-73.99915362
1552,769,40.693261,-73.968896,40.70255088,-73.98940236
1553,2631,40.72228087,-73.97668709,40.70834698,-74.01713445
1554,814,40.76009437,-73.99461843,40.74475148,-73.99915362
1555,1544,40.71260486,-73.96264403,40.694546087246025,-73.95801365375519
1556,2727,40.76695317,-73.98169333,40.76695317,-73.98169333
1557,471,40.746745000000004,-74.007756,40.74345335,-74.00004031
1558,1800,40.73291553,-74.00711384,40.701907,-74.013942
1559,1805,40.70834698,-74.01713445,40.75038009,-73.98338988
1560,65,40.73331967,-73.99510132,40.73331967,-73.99510132
1561,240,40.73047747,-73.99906065,40.689888,-73.981013
1562,799,40.750072700000004,-73.99839279,40.76584941,-73.98690506
1563,556,40.76584941,-73.98690506,40.7568001,-73.98291153
1564,1564,40.73781509,-73.99994661,40.72779126,-73.98564945
1565,2016,40.74195138,-74.00803013,40.715337899999994,-74.01658354
1566,300,40.740343200000005,-73.98955109,40.689888,-73.981013
1567,776,40.70463334,-74.01361706,40.715337899999994,-74.01658354
1568,2626,40.76695317,-73.98169333,40.76695317,-73.98169333
1569,800,40.70463334,-74.01361706,40.715337899999994,-74.01658354
1570,303,40.73543934,-73.99453948,40.74173969,-73.99415556
1571,2182,40.74195138,-74.00803013,40.715337899999994,-74.01658354
1572,568,40.72217444,-73.98368779,40.69475701363877,-73.99052739143372
1573,499,40.68223166,-73.9614583,40.68382604,-73.97632328
1574,680,40.722055,-73.989111,40.73704984,-73.99009296
1575,366,40.69089272,-73.99612349,40.70037867,-73.99548059
1576,950,40.75594159,-74.0021163,40.751872999999996,-73.97770600000001
1577,1532,40.72317958,-73.99480012,40.72317958,-73.99480012
1578,9234,40.7172274,-73.98802084,40.75660359,-73.9979009
1579,994,40.73381219196632,-73.9805442094803,40.68940747,-73.96885458
1580,736,40.693261,-73.968896,40.69196035,-73.96536851
1581,832,40.71754834,-74.01322069,40.73652889,-74.00618026
1582,3001,40.711065999999995,-74.009447,40.75640548,-73.9900262
1583,717,40.73971301,-73.99456405,40.746646999999996,-73.993915
1584,949,40.735238,-74.000271,40.76009437,-73.99461843
1585,1540,40.73401143,-74.00293877,40.74734825,-73.99723551
1586,1867,40.728846000000004,-74.00859100000001,40.73454567,-73.99074142
1587,956,40.69512845,-73.99595065,40.69475701363877,-73.99052739143372
1588,1047,40.75660359,-73.9979009,40.74238787,-73.99726235
1589,883,40.72210378668603,-73.99724900722505,40.710451,-73.960876
1590,3498,40.7606597,-73.98042047,40.7606597,-73.98042047
1591,1519,40.73401143,-74.00293877,40.749156,-73.9916
1592,33689,40.76590936,-73.97634151,40.73912601,-73.97973776
1593,1129,40.750967348715974,-73.99444207549095,40.72015227023285,-74.01036500930786
1594,2955,40.711065999999995,-74.009447,40.7149787,-74.013012
1595,743,40.7149787,-74.013012,40.70255065,-74.0127234
1596,308,40.695065,-73.987167,40.722055,-73.989111
1597,1495,40.71291224,-74.01020234,40.72779126,-73.98564945
1598,495,40.74345335,-74.00004031,40.75466591,-73.99138152
1599,195,40.69597683,-73.99014892,40.69597683,-73.99014892
1600,1237,40.74290902,-73.97706058,40.72317958,-73.99480012
1601,1654,40.73020660529954,-73.99102628231049,40.76590936,-73.97634151
1602,1217,40.742354299999995,-73.98915076,40.72317958,-73.99480012
1603,1615,40.73261787,-73.99158043,40.71754834,-74.01322069
1604,479,40.68851534,-73.9647628,40.6917823,-73.97372990000001
1605,131,40.74854862,-73.98808416,40.75019995,-73.99093085
1606,1477,40.71076228,-73.99400398,40.736502,-73.97809472
1607,857,40.688226,-73.979382,40.751396,-74.00522600000001
1608,862,40.72243797,-74.00566443,40.73049393,-73.99572140000001
1609,843,40.75513557,-73.98658032,40.73454567,-73.99074142
1610,297,40.71939226,-74.00247214,40.72015227023285,-74.01036500930786
1611,679,40.72243797,-74.00566443,40.73532427,-73.99800419
1612,1434,40.71076228,-73.99400398,40.736502,-73.97809472
1613,2340,40.76019252,-73.9912551,40.746745000000004,-74.007756
1614,483,40.76340613,-73.97722479,40.76584941,-73.98690506
1615,759,40.73781509,-73.99994661,40.72903917,-73.99404649
1616,90262,40.74475148,-73.99915362,40.76370739,-73.9851615
1617,884,40.74475148,-73.99915362,40.75992262,-73.97648516
1618,2243,40.76019252,-73.9912551,40.75714758,-73.97207836
1619,1348,40.73935542,-73.99931783,40.73587678,-73.98205027
1620,726,40.73704984,-73.99009296,40.746646999999996,-73.993915
1621,724,40.72502876,-73.99069656,40.740343200000005,-73.98955109
1622,2078,40.70834698,-74.01713445,40.70834698,-74.01713445
1623,589,40.75466591,-73.99138152,40.76370739,-73.9851615
1624,1065,40.695065,-73.987167,40.7606597,-73.98042047
1625,654,40.74173969,-73.99415556,40.72317958,-73.99480012
1626,7647,40.76020258,-73.96478473,40.73291553,-74.00711384
1627,1863,40.76087502,-74.00277668,40.76695317,-73.98169333
1628,747,40.71910537,-73.99973337,40.72317958,-73.99480012
1629,1262,40.69610226,-73.96751037,40.69512845,-73.99595065
1630,299,40.73532427,-73.99800419,40.73291553,-74.00711384
1631,1088,40.72243797,-74.00566443,40.72066442,-73.98517977
1632,1127,40.69610226,-73.96751037,40.69089272,-73.99612349
1633,419,40.74765947,-73.98490707,40.74096374,-73.98602213
1634,1390,40.72210378668603,-73.99724900722505,40.71260486,-73.96264403
1636,444,40.71494807,-74.00234482,40.69236178,-73.98631746
1637,294,40.75466591,-73.99138152,40.76009437,-73.99461843
1638,1301,40.68807003,-73.98410637,40.75019995,-73.99093085
1639,1409,40.74334935,-74.00681753,40.726280700000004,-73.98978041
1640,1406,40.74334935,-74.00681753,40.726280700000004,-73.98978041
1641,692,40.7361967,-74.00859207,40.73532427,-73.99800419
1642,666,40.76695317,-73.98169333,40.76269882,-73.99301222
1643,786,40.7454973,-74.00197139,40.69383,-73.990539
1645,1193,40.76019252,-73.9912551,40.76590936,-73.97634151
1646,3067,40.735238,-74.000271,40.73047309,-73.98672378
1647,680,40.70905623,-74.01043382,40.71473993,-74.00910627
1648,2072,40.711065999999995,-74.009447,40.71739973,-73.98016555
1649,1927,40.73624527,-73.98473765,40.73587678,-73.98205027
1650,857,40.74901271,-73.98848395,40.76590936,-73.97634151
1651,836,40.75934501,-73.96759673,40.74290902,-73.97706058
1652,9305,40.72110063,-73.99192540000001,40.745712100000006,-73.98194829
1653,181,40.71625008,-74.0091059,40.71291224,-74.01020234
1654,9304,40.751581,-73.97791,40.745712100000006,-73.98194829
1655,938,40.76340613,-73.97722479,40.74311555376486,-73.98215353488922
1656,1044,40.770513,-73.988038,40.74334935,-74.00681753
1657,1041,40.770513,-73.988038,40.74334935,-74.00681753
1658,918,40.74206539,-74.00443172,40.72317958,-73.99480012
1659,240,40.746745000000004,-74.007756,40.74173969,-73.99415556
1660,351,40.7606597,-73.98042047,40.76370739,-73.9851615
1661,13940,40.75714758,-73.97207836,40.73038599,-74.00214988
1662,241,40.73935542,-73.99931783,40.746745000000004,-74.007756
1663,328,40.76020258,-73.96478473,40.75255434,-73.97282625
1664,529,40.73704984,-73.99009296,40.74025878,-73.98409214
1665,810,40.73704984,-73.99009296,40.750072700000004,-73.99839279
1666,105,40.72019576,-73.98997825,40.72110063,-73.99192540000001
1667,125,40.689888,-73.981013,40.73291553,-74.00711384
1668,833,40.73704984,-73.99009296,40.750072700000004,-73.99839279
1669,1455,40.722055,-73.989111,40.72621788,-73.98379855
1670,1108,40.745712100000006,-73.98194829,40.76590936,-73.97634151
1671,1246,40.683048,-73.964915,40.71044554,-73.96525063
1672,1199,40.683048,-73.964915,40.71044554,-73.96525063
1673,750,40.69475701363877,-73.99052739143372,40.69221589,-73.9842844
1674,2149,40.751872999999996,-73.97770600000001,40.751872999999996,-73.97770600000001
1675,1638,40.726280700000004,-73.98978041,40.69512845,-73.99595065
1676,524,40.70706456,-74.00731853,40.7149787,-74.013012
1677,1463,40.68807003,-73.98410637,40.71534825,-73.96024116
1678,968,40.73935542,-73.99931783,40.71542197,-74.01121978
1679,1326,40.751581,-73.97791,40.76030096,-73.99884222
1680,2839,40.74854862,-73.98808416,40.72490985,-74.00154702
1682,7535,40.76370739,-73.9851615,40.76590936,-73.97634151
1683,745,40.76695317,-73.98169333,40.73261787,-73.99158043
1684,2854,40.739445,-73.97680600000001,40.71542197,-74.01121978
1685,278,40.7405826,-74.00550867,40.76019252,-73.9912551
1686,773,40.7284186,-73.98713956,40.72019576,-73.98997825
1687,806,40.74691959,-74.00451887,40.72015227023285,-74.01036500930786
1688,1520,40.72467721,-73.98783413,40.7652654,-73.98192338
1689,2096,40.71602118,-73.99974372,40.71602118,-73.99974372
1690,1504,40.73038599,-74.00214988,40.73047309,-73.98672378
1691,1038,40.72217444,-73.98368779,40.73172428,-74.00674436
1692,1408,40.68764484,-73.96968902,40.716887,-73.96319799999999
1693,657,40.76269882,-73.99301222,40.746646999999996,-73.993915
1694,391,40.71850211,-73.98329859,40.72110063,-73.99192540000001
1695,270,40.701907,-74.013942,40.70355377,-74.00670227
1696,3153,40.75323098,-73.97032517,40.76095756,-73.96724467
1697,888,40.69760127,-73.99344559,40.69512845,-73.99595065
1698,1414,40.74854862,-73.98808416,40.76370739,-73.9851615
1699,10551,40.76340613,-73.97722479,40.70122128,-74.01234218
1700,289,40.73331967,-73.99510132,40.7361967,-74.00859207
1701,302,40.73331967,-73.99510132,40.75828065,-73.97069431
1702,570,40.70255065,-74.0127234,40.71076228,-73.99400398
1703,1728,40.71625008,-74.0091059,40.76087502,-74.00277668
1705,10548,40.76340613,-73.97722479,40.70122128,-74.01234218
1706,423,40.73587678,-73.98205027,40.73935542,-73.99931783
1707,752,40.72217444,-73.98368779,40.68926942,-73.98912867
1708,1566,40.73935542,-73.99931783,40.71754834,-74.01322069
1709,401,40.68807003,-73.98410637,40.68382604,-73.97632328
1710,935,40.72743423,-73.99379025,40.71494807,-74.00234482
1711,1496,40.73935542,-73.99931783,40.70569254,-74.01677685
1712,1964,40.714215,-73.981346,40.75019995,-73.99093085
1713,363,40.68807003,-73.98410637,40.68382604,-73.97632328
1714,10758,40.72015227023285,-74.01036500930786,40.74096374,-73.98602213
1715,428,40.72621788,-73.98379855,40.72938685,-73.97772429
1716,894,40.72743423,-73.99379025,40.71494807,-74.00234482
1717,1232,40.68764484,-73.96968902,40.716887,-73.96319799999999
1718,1426,40.72015227023285,-74.01036500930786,40.7454973,-74.00197139
1719,458,40.72299208,-73.97995466,40.756014,-73.967416
1720,540,40.751872999999996,-73.97770600000001,40.76009437,-73.99461843
1721,5807,40.7606597,-73.98042047,40.75714758,-73.97207836
1722,112,40.73038599,-74.00214988,40.73038599,-74.00214988
1724,964,40.746646999999996,-73.993915,40.75323098,-73.97032517
1725,83797,40.72710258,-74.00297088,40.75594159,-74.0021163
1726,1284,40.69573398,-73.97129668,40.69573398,-73.97129668
1727,1719,40.72710258,-74.00297088,40.75594159,-74.0021163
1728,2308,40.70834698,-74.01713445,40.76009437,-73.99461843
1729,349,40.72679454,-73.99695094,40.722055,-73.989111
1730,1305,40.73381219196632,-73.9805442094803,40.73454567,-73.99074142
1731,826,40.71605866,-73.99190759,40.70255088,-73.98940236
1732,1916,40.715337899999994,-74.01658354,40.715337899999994,-74.01658354
1733,4977,40.771522,-73.99054100000001,40.770513,-73.988038
1734,732,40.72917025,-73.99810231,40.69991755,-73.98971773
1735,531,40.69475701363877,-73.99052739143372,40.71117444,-73.99682619
1736,300,40.74096374,-73.98602213,40.74765947,-73.98490707
1737,2053,40.73226398,-73.99852205,40.7361967,-74.00859207
1738,327,40.76461837,-73.98789473,40.75992262,-73.97648516
1739,5700,40.7606597,-73.98042047,40.75714758,-73.97207836
1740,792,40.74780373,-73.97344190000001,40.72740794,-73.98142006
1741,1920,40.68900443,-73.96023854,40.7076449441757,-73.96841526031494
1742,1909,40.68900443,-73.96023854,40.7076449441757,-73.96841526031494
1743,353,40.73652889,-74.00618026,40.728846000000004,-74.00859100000001
1744,1299,40.72066442,-73.98517977,40.74173969,-73.99415556
1745,1152,40.74096374,-73.98602213,40.72299208,-73.97995466
1746,387,40.71911552,-74.00666661,40.74206539,-74.00443172
1747,1300,40.72467721,-73.98783413,40.750072700000004,-73.99839279
1748,458,40.73524276,-73.98758561,40.69580705,-73.97355569
1749,1008,40.72066442,-73.98517977,40.72467721,-73.98783413
1750,529,40.69512845,-73.99595065,40.711512,-74.01575600000001
1751,983,40.72066442,-73.98517977,40.72467721,-73.98783413
1752,1747,40.728846000000004,-74.00859100000001,40.69512845,-73.99595065
1753,1919,40.70355377,-74.00670227,40.72217444,-73.98368779
1754,248,40.685226719472546,-73.97800147533417,40.689888,-73.981013
1755,235,40.685226719472546,-73.97800147533417,40.746745000000004,-74.007756
1756,865,40.74195138,-74.00803013,40.72015227023285,-74.01036500930786
1757,993,40.74311555376486,-73.98215353488922,40.73401143,-74.00293877
1758,993,40.74311555376486,-73.98215353488922,40.73401143,-74.00293877
1759,773,40.69766564,-73.98476437,40.71625008,-74.0091059
1760,381,40.7361967,-74.00859207,40.7361967,-74.00859207
1761,183,40.72243797,-74.00566443,40.69512845,-73.99595065
1762,457,40.6917823,-73.97372990000001,40.68851534,-73.9647628
1763,1918,40.68382604,-73.97632328,40.71622644,-73.98261206
1764,430,40.73912601,-73.97973776,40.742354299999995,-73.98915076
1765,1287,40.73454567,-73.99074142,40.71754834,-74.01322069
1766,1212,40.71559509,-73.9870295,40.70905623,-74.01043382
1767,911,40.73291553,-74.00711384,40.72229346,-73.99147535
1768,1282,40.73454567,-73.99074142,40.71754834,-74.01322069
1769,1338,40.7652654,-73.98192338,40.74734825,-73.99723551
1770,297,40.72490985,-74.00154702,40.69580705,-73.97355569
1771,149,40.74475148,-73.99915362,40.74691959,-74.00451887
1772,658,40.742354299999995,-73.98915076,40.73047309,-73.98672378
1773,351,40.746745000000004,-74.007756,40.75097711,-73.98765428
1774,982,40.71939226,-74.00247214,40.71291224,-74.01020234
1775,678,40.750967348715974,-73.99444207549095,40.76228826,-73.98336183
1776,970,40.73038599,-74.00214988,40.74238787,-73.99726235
1777,913,40.73912601,-73.97973776,40.73049393,-73.99572140000001
1778,905,40.73912601,-73.97973776,40.73049393,-73.99572140000001
1779,699,40.74096374,-73.98602213,40.72210378668603,-73.99724900722505
1780,610,40.75666,-73.97668399999999,40.76584941,-73.98690506
1781,324,40.68223166,-73.9614583,40.68851534,-73.9647628
1782,956,40.73038599,-74.00214988,40.74238787,-73.99726235
1783,1113,40.7361967,-74.00859207,40.75172632,-73.98753523
1784,855,40.739445,-73.97680600000001,40.742354299999995,-73.98915076
1785,565,40.75666,-73.97668399999999,40.76584941,-73.98690506
1786,1024,40.73704984,-73.99009296,40.73047747,-73.99906065
1787,614,40.68981035,-73.97493121,40.70530954,-74.00612572
1788,4013,40.71260486,-73.96264403,40.68382604,-73.97632328
1789,496,40.73331967,-73.99510132,40.728846000000004,-74.00859100000001
1790,4073,40.71260486,-73.96264403,40.68382604,-73.97632328
1791,2680,40.73535398,-74.00483091,40.72082834,-73.97793172
1792,2298,40.76068327096592,-73.98452728986742,40.75513557,-73.98658032
1793,185,40.73172428,-74.00674436,40.73535398,-74.00483091
1794,1166,40.724399,-74.004704,40.76269882,-73.99301222
1795,2240,40.70281858,-73.98765762,40.710451,-73.960876
1796,886,40.74734825,-73.99723551,40.75500254,-73.98014437
1797,1347,40.7149787,-74.013012,40.74238787,-73.99726235
1798,864,40.71939226,-74.00247214,40.71291224,-74.01020234
1799,1252,40.720873600000004,-73.98085795,40.724399,-74.004704
1800,1620,40.72229346,-73.99147535,40.72229346,-73.99147535
1802,3626,40.69165183,-73.99997859999999,40.70277159,-73.99383605
1803,2005,40.70281858,-73.98765762,40.739445,-73.97680600000001
1804,369,40.75714758,-73.97207836,40.76095756,-73.96724467
1805,1232,40.73454567,-73.99074142,40.73291553,-74.00711384
1806,2502,40.75172632,-73.98753523,40.72015227023285,-74.01036500930786
1807,2268,40.694546087246025,-73.95801365375519,40.683048,-73.964915
1808,2517,40.75172632,-73.98753523,40.72015227023285,-74.01036500930786
1809,868,40.73038599,-74.00214988,40.73652889,-74.00618026
1810,662,40.72110063,-73.99192540000001,40.71850211,-73.98329859
1811,1221,40.7149787,-74.013012,40.73291553,-74.00711384
1812,1786,40.750967348715974,-73.99444207549095,40.76695317,-73.98169333
1813,429,40.72502876,-73.99069656,40.74345335,-74.00004031
1814,1793,40.750967348715974,-73.99444207549095,40.76695317,-73.98169333
1815,1231,40.685226719472546,-73.97800147533417,40.711512,-74.01575600000001
1816,853,40.73038599,-74.00214988,40.73652889,-74.00618026
1817,2229,40.744219,-73.97121214,40.70355377,-74.00670227
1818,1305,40.70530954,-74.00612572,40.6809833854,-73.9500479759
1819,1306,40.69331716,-73.95381995,40.759107,-73.959223
1820,603,40.73535398,-74.00483091,40.764397100000004,-73.97371465
